area,País,Año publicación,# Publicaciones
Humanidades,Colombia,2017,153
Humanidades,Colombia,2018,197
Humanidades,Colombia,2019,158
Humanidades,Colombia,2020,170
Humanidades,Colombia,2021,182
Humanidades,Colombia,2022,142
Humanidades,Colombia,2023,96
Humanidades,Colombia,2024,61
Humanidades,Colombia,2025,2
Humanidades,Costa rica,2009,1
Humanidades,Costa rica,2011,1
Humanidades,Costa rica,2014,1
Humanidades,Costa rica,2017,1
Humanidades,Costa rica,2019,1
Humanidades,Costa rica,2020,2
Humanidades,Costa rica,2023,1
Humanidades,Croacia,2021,1
Humanidades,Cuba,1998,1
Humanidades,Cuba,2000,1
Humanidades,Cuba,2002,1
Humanidades,Cuba,2003,2
Humanidades,Cuba,2004,1
Humanidades,Cuba,2010,1
Humanidades,Cuba,2011,1
Humanidades,Cuba,2012,1
Humanidades,Cuba,2013,1
Humanidades,Cuba,2017,12
Humanidades,Cuba,2019,1
Humanidades,Cuba,2023,2
Humanidades,Dinamarca,2019,1
Humanidades,Ecuador,1982,2
Humanidades,Ecuador,1983,2
Humanidades,Ecuador,1984,1
Humanidades,Ecuador,1985,2
Humanidades,Ecuador,1986,2
Humanidades,Ecuador,1987,1
Humanidades,Ecuador,1989,5
Humanidades,Ecuador,1990,1
Humanidades,Ecuador,1991,1
Humanidades,Ecuador,1993,1
Humanidades,Ecuador,1994,6
Humanidades,Ecuador,1995,3
Humanidades,Ecuador,1996,3
Humanidades,Ecuador,1997,1
Humanidades,Ecuador,1998,3
Humanidades,Ecuador,1999,1
Humanidades,Ecuador,2001,2
Humanidades,Ecuador,2002,1
Humanidades,Ecuador,2003,3
Humanidades,Ecuador,2005,2
Humanidades,Ecuador,2006,2
Humanidades,Ecuador,2007,4
Humanidades,Ecuador,2008,2
Humanidades,Ecuador,2009,1
Humanidades,Ecuador,2010,3
Humanidades,Ecuador,2011,4
Humanidades,Ecuador,2012,1
Humanidades,Ecuador,2013,3
Humanidades,Ecuador,2014,3
Humanidades,Ecuador,2015,3
Humanidades,Ecuador,2016,1
Humanidades,Ecuador,2018,2
Humanidades,Ecuador,2019,2
Humanidades,Ecuador,2020,4
Humanidades,Ecuador,2021,3
Humanidades,Ecuador,2022,1
Humanidades,Ecuador,2023,2
Humanidades,Ecuador,2024,2
Humanidades,Eslovenia,2019,1
Humanidades,Eslovenia,2021,1
Humanidades,Eslovenia,2023,1
Humanidades,Eslovenia,2024,1
Humanidades,España,1975,1
Humanidades,España,1977,5
Humanidades,España,1978,2
Humanidades,España,1979,2
Humanidades,España,1980,1
Humanidades,España,1981,1
Humanidades,España,1982,3
Humanidades,España,1983,3
Humanidades,España,1984,7
Humanidades,España,1985,3
Humanidades,España,1986,8
Humanidades,España,1987,8
Humanidades,España,1988,9
Humanidades,España,1989,7
Humanidades,España,1990,11
Humanidades,España,1991,18
Humanidades,España,1992,16
Humanidades,España,1993,6
Humanidades,España,1994,8
Humanidades,España,1995,6
Humanidades,España,1996,13
Humanidades,España,1997,13
Humanidades,España,1998,18
Humanidades,España,1999,22
Humanidades,España,2000,35
Humanidades,España,2001,24
Humanidades,España,2002,28
Humanidades,España,2003,32
Humanidades,España,2004,34
Humanidades,España,2005,46
Humanidades,España,2006,46
Humanidades,España,2007,48
Humanidades,España,2008,51
Humanidades,España,2009,52
Humanidades,España,2010,48
Humanidades,España,2011,28
Humanidades,España,2012,36
Humanidades,España,2013,21
Humanidades,España,2014,19
Humanidades,España,2015,19
Humanidades,España,2016,11
Humanidades,España,2017,17
Humanidades,España,2018,4
Humanidades,España,2019,5
Humanidades,España,2020,5
Humanidades,España,2021,9
Humanidades,España,2022,4
Humanidades,España,2023,7
Humanidades,España,2024,4
Humanidades,Estados unidos,1984,1
Humanidades,Estados unidos,1989,1
Humanidades,Estados unidos,1991,1
Humanidades,Estados unidos,1994,1
Humanidades,Estados unidos,1995,1
Humanidades,Estados unidos,1999,1
Humanidades,Estados unidos,2000,1
Humanidades,Estados unidos,2001,2
Humanidades,Estados unidos,2002,2
Humanidades,Estados unidos,2003,1
Humanidades,Estados unidos,2006,5
Humanidades,Estados unidos,2007,2
Humanidades,Estados unidos,2008,5
Humanidades,Estados unidos,2009,2
Humanidades,Estados unidos,2010,1
Humanidades,Estados unidos,2011,2
Humanidades,Estados unidos,2012,5
Humanidades,Estados unidos,2013,2
Humanidades,Estados unidos,2014,3
Humanidades,Estados unidos,2015,4
Humanidades,Estados unidos,2016,6
Humanidades,Estados unidos,2017,2
Humanidades,Estados unidos,2018,3
Humanidades,Estados unidos,2019,4
Humanidades,Estados unidos,2020,1
Humanidades,Estados unidos,2021,4
Humanidades,Estados unidos,2022,1
Humanidades,Estados unidos,2023,3
Humanidades,Francia,1996,1
Humanidades,Francia,1998,1
Humanidades,Francia,1999,1
Humanidades,Francia,2001,2
Humanidades,Francia,2003,3
Humanidades,Francia,2005,6
Humanidades,Francia,2006,3
Humanidades,Francia,2007,1
Humanidades,Francia,2008,1
Humanidades,Francia,2011,1
Humanidades,Francia,2012,2
Humanidades,Francia,2013,1
Humanidades,Francia,2017,1
Humanidades,Francia,2018,1
Humanidades,Francia,2021,1
Humanidades,Ghana,2024,1
Humanidades,Grecia,2015,2
Humanidades,Grecia,2023,1
Humanidades,Grecia,2024,1
Humanidades,Guatemala,2014,1
Humanidades,Guatemala,2018,2
Humanidades,Honduras,1984,1
Humanidades,Honduras,1985,2
Humanidades,Honduras,1986,3
Humanidades,Honduras,1987,1
Humanidades,Honduras,1990,2
Humanidades,Honduras,1991,2
Humanidades,Honduras,1992,1
Humanidades,Honduras,1993,1
Humanidades,Honduras,1995,1
Humanidades,Honduras,1996,2
Humanidades,Honduras,1998,1
Humanidades,Honduras,2002,1
Humanidades,Honduras,2017,1
Humanidades,Hungría,2019,1
Humanidades,Hungría,2020,2
Humanidades,Hungría,2021,1
Humanidades,Irlanda,2011,1
Humanidades,Irlanda,2024,1
Humanidades,Italia,2005,1
Humanidades,Italia,2012,2
Humanidades,Italia,2013,2
Humanidades,Italia,2014,1
Humanidades,Italia,2015,2
Humanidades,Italia,2016,1
Humanidades,Italia,2017,3
Humanidades,Italia,2018,1
Humanidades,Italia,2020,1
Humanidades,Italia,2023,2
Humanidades,Japón,1987,2
Humanidades,Japón,1992,2
Humanidades,Japón,1994,2
Humanidades,Japón,1996,1
Humanidades,Japón,2009,1
Humanidades,Japón,2012,1
Humanidades,Japón,2013,1
Humanidades,Malta,2010,1
Humanidades,México,1979,1
Humanidades,México,1982,1
Humanidades,México,1984,1
Humanidades,México,1986,1
Humanidades,México,1993,1
Humanidades,México,1996,4
Humanidades,México,1997,1
Humanidades,México,1998,2
Humanidades,México,1999,7
Humanidades,México,2000,8
Humanidades,México,2001,6
Humanidades,México,2002,6
Humanidades,México,2003,7
Humanidades,México,2004,9
Humanidades,México,2005,8
Humanidades,México,2006,14
Humanidades,México,2007,14
Humanidades,México,2008,10
Humanidades,México,2009,9
Humanidades,México,2010,21
Humanidades,México,2011,14
Humanidades,México,2012,6
Humanidades,México,2013,12
Humanidades,México,2014,5
Humanidades,México,2015,8
Humanidades,México,2016,6
Humanidades,México,2017,1
Humanidades,México,2018,10
Humanidades,México,2019,8
Humanidades,México,2020,4
Humanidades,México,2021,7
Humanidades,México,2022,4
Humanidades,México,2023,7
Humanidades,No aplica,1996,1
Humanidades,No aplica,2001,1
Humanidades,No aplica,2002,2
Humanidades,No aplica,2003,2
Humanidades,No aplica,2005,2
Humanidades,No aplica,2006,3
Humanidades,No aplica,2007,1
Humanidades,No aplica,2008,1
Humanidades,No aplica,2013,1
Humanidades,No aplica,2015,2
Humanidades,Panamá,2001,1
Humanidades,Panamá,2002,1
Humanidades,Panamá,2006,1
Humanidades,Panamá,2008,1
Humanidades,Panamá,2019,1
Humanidades,Paraguay,2023,2
Humanidades,Países bajos,1972,1
Humanidades,Países bajos,1976,1
Humanidades,Países bajos,2002,2
Humanidades,Países bajos,2011,2
Humanidades,Países bajos,2012,1
Humanidades,Países bajos,2013,1
Humanidades,Países bajos,2014,1
Humanidades,Países bajos,2015,1
Humanidades,Países bajos,2017,1
Humanidades,Países bajos,2024,1
Humanidades,Perú,1995,1
Humanidades,Perú,1996,2
Humanidades,Perú,1997,1
Humanidades,Perú,1998,2
Humanidades,Perú,1999,6
Humanidades,Perú,2000,6
Humanidades,Perú,2001,3
Humanidades,Perú,2002,2
Humanidades,Perú,2003,1
Humanidades,Perú,2005,1
Humanidades,Perú,2006,4
Humanidades,Perú,2007,5
Humanidades,Perú,2008,3
Humanidades,Perú,2010,4
Humanidades,Perú,2011,3
Humanidades,Perú,2012,5
Humanidades,Perú,2013,4
Humanidades,Perú,2015,1
Humanidades,Perú,2019,1
Humanidades,Perú,2021,2
Humanidades,Perú,2022,2
Humanidades,Perú,2024,1
Humanidades,Polonia,1998,1
Humanidades,Polonia,2013,1
Humanidades,Portugal,1993,1
Humanidades,Portugal,2008,1
Humanidades,Portugal,2009,1
Humanidades,Portugal,2012,2
Humanidades,Portugal,2013,1
Humanidades,Portugal,2016,1
Humanidades,Portugal,2018,1
Humanidades,Portugal,2019,1
Humanidades,Reino unido,2012,1
Humanidades,Reino unido,2014,2
Humanidades,Reino unido,2016,1
Humanidades,Reino unido,2018,1
Humanidades,Reino unido,2020,1
Humanidades,Reino unido,2022,1
Humanidades,Reino unido,2023,2
Humanidades,Reino unido,2024,1
Humanidades,República dominicana,2020,1
Humanidades,República dominicana,2023,1
Humanidades,Rusia,2019,1
Humanidades,Rusia,2022,2
Humanidades,Rusia,2023,2
Humanidades,Rusia,2024,1
Humanidades,Suecia,2005,1
Humanidades,Suiza,2011,1
Humanidades,Suiza,2017,1
Humanidades,Suiza,2023,2
Humanidades,Turquía,2014,2
Humanidades,Turquía,2018,1
Humanidades,Turquía,2022,1
Humanidades,Uruguay,2002,1
Humanidades,Uruguay,2008,1
Humanidades,Uruguay,2014,1
Humanidades,Venezuela,1976,2
Humanidades,Venezuela,1978,1
Humanidades,Venezuela,1982,2
Humanidades,Venezuela,1983,3
Humanidades,Venezuela,1985,2
Humanidades,Venezuela,1986,3
Humanidades,Venezuela,1987,1
Humanidades,Venezuela,1988,1
Humanidades,Venezuela,1989,1
Humanidades,Venezuela,1990,2
Humanidades,Venezuela,1991,2
Humanidades,Venezuela,1992,3
Humanidades,Venezuela,1993,1
Humanidades,Venezuela,1994,1
Humanidades,Venezuela,1995,3
Humanidades,Venezuela,1996,2
Humanidades,Venezuela,1997,2
Humanidades,Venezuela,1999,1
Humanidades,Venezuela,2000,3
Humanidades,Venezuela,2001,4
Humanidades,Venezuela,2003,4
Humanidades,Venezuela,2004,1
Humanidades,Venezuela,2005,6
Humanidades,Venezuela,2006,3
Humanidades,Venezuela,2007,4
Humanidades,Venezuela,2008,3
Humanidades,Venezuela,2009,8
Humanidades,Venezuela,2010,6
Humanidades,Venezuela,2011,6
Humanidades,Venezuela,2012,2
Humanidades,Venezuela,2013,2
Humanidades,Venezuela,2014,3
Humanidades,Venezuela,2015,3
Humanidades,Venezuela,2016,1
Humanidades,Venezuela,2017,4
Humanidades,Venezuela,2018,6
Humanidades,Venezuela,2019,2
Humanidades,Venezuela,2020,10
Humanidades,Venezuela,2021,3
Humanidades,Venezuela,2022,2
Humanidades,Venezuela,2023,2
Ingeniería y Tecnología,Alemania,1996,2
Ingeniería y Tecnología,Alemania,1998,4
Ingeniería y Tecnología,Alemania,2000,2
Ingeniería y Tecnología,Alemania,2001,3
Ingeniería y Tecnología,Alemania,2002,2
Ingeniería y Tecnología,Alemania,2003,2
Ingeniería y Tecnología,Alemania,2004,9
Ingeniería y Tecnología,Alemania,2005,2
Ingeniería y Tecnología,Alemania,2006,2
Ingeniería y Tecnología,Alemania,2007,8
Ingeniería y Tecnología,Alemania,2008,2
Ingeniería y Tecnología,Alemania,2009,4
Ingeniería y Tecnología,Alemania,2010,3
Ingeniería y Tecnología,Alemania,2011,2
Ingeniería y Tecnología,Alemania,2012,18
Ingeniería y Tecnología,Alemania,2013,2
Ingeniería y Tecnología,Alemania,2014,2
Ingeniería y Tecnología,Alemania,2015,2
Ingeniería y Tecnología,Alemania,2016,4
Ingeniería y Tecnología,Alemania,2017,2
Ingeniería y Tecnología,Alemania,2018,3
Ingeniería y Tecnología,Alemania,2019,3
Ingeniería y Tecnología,Alemania,2020,1
Ingeniería y Tecnología,Alemania,2021,6
Ingeniería y Tecnología,Alemania,2022,4
Ingeniería y Tecnología,Alemania,2023,6
Ingeniería y Tecnología,Alemania,2024,1
Ingeniería y Tecnología,Argentina,2003,3
Ingeniería y Tecnología,Argentina,2009,1
Ingeniería y Tecnología,Argentina,2014,8
Ingeniería y Tecnología,Argentina,2015,2
Ingeniería y Tecnología,Argentina,2016,1
Ingeniería y Tecnología,Argentina,2018,2
Ingeniería y Tecnología,Argentina,2020,4
Ingeniería y Tecnología,Argentina,2023,1
Ingeniería y Tecnología,Australia,2014,1
Ingeniería y Tecnología,Austria,2012,1
Ingeniería y Tecnología,Austria,2018,2
Ingeniería y Tecnología,Austria,2021,1
Ingeniería y Tecnología,Austria,2022,1
Ingeniería y Tecnología,Austria,2023,2
Ingeniería y Tecnología,Bolivia,2017,1
Ingeniería y Tecnología,Bolivia,2018,1
Ingeniería y Tecnología,Brasil,1985,1
Ingeniería y Tecnología,Brasil,1999,1
Ingeniería y Tecnología,Brasil,2002,2
Ingeniería y Tecnología,Brasil,2005,1
Ingeniería y Tecnología,Brasil,2006,2
Ingeniería y Tecnología,Brasil,2008,2
Ingeniería y Tecnología,Brasil,2009,2
Ingeniería y Tecnología,Brasil,2010,1
Ingeniería y Tecnología,Brasil,2011,1
Ingeniería y Tecnología,Brasil,2012,4
Ingeniería y Tecnología,Brasil,2013,4
Ingeniería y Tecnología,Brasil,2014,2
Ingeniería y Tecnología,Brasil,2015,1
Ingeniería y Tecnología,Brasil,2016,4
Ingeniería y Tecnología,Brasil,2017,2
Ingeniería y Tecnología,Brasil,2018,1
Ingeniería y Tecnología,Brasil,2019,3
Ingeniería y Tecnología,Brasil,2020,7
Ingeniería y Tecnología,Brasil,2022,3
Ingeniería y Tecnología,Brasil,2023,2
Ingeniería y Tecnología,Brasil,2024,1
Ingeniería y Tecnología,Brasil,2025,1
Ingeniería y Tecnología,Bélgica,2003,1
Ingeniería y Tecnología,Canadá,2007,1
Ingeniería y Tecnología,Canadá,2010,1
Ingeniería y Tecnología,Canadá,2012,1
Ingeniería y Tecnología,Canadá,2015,1
Ingeniería y Tecnología,Canadá,2016,3
Ingeniería y Tecnología,Canadá,2017,1
Ingeniería y Tecnología,Canadá,2018,3
Ingeniería y Tecnología,Canadá,2019,2
Ingeniería y Tecnología,Canadá,2020,1
Ingeniería y Tecnología,Canadá,2021,1
Ingeniería y Tecnología,Canadá,2022,1
Ingeniería y Tecnología,Canadá,2023,2
Ingeniería y Tecnología,Canadá,2024,1
Ingeniería y Tecnología,Chile,1998,1
Ingeniería y Tecnología,Chile,2000,3
Ingeniería y Tecnología,Chile,2001,1
Ingeniería y Tecnología,Chile,2002,3
Ingeniería y Tecnología,Chile,2003,2
Ingeniería y Tecnología,Chile,2004,4
Ingeniería y Tecnología,Chile,2005,4
Ingeniería y Tecnología,Chile,2006,1
Ingeniería y Tecnología,Chile,2007,1
Ingeniería y Tecnología,Chile,2008,1
Ingeniería y Tecnología,Chile,2011,2
Ingeniería y Tecnología,Chile,2012,1
Ingeniería y Tecnología,Chile,2013,3
Ingeniería y Tecnología,Chile,2014,2
Ingeniería y Tecnología,Chile,2015,4
Ingeniería y Tecnología,Chile,2016,1
Ingeniería y Tecnología,Chile,2017,1
Ingeniería y Tecnología,Chile,2018,4
Ingeniería y Tecnología,Chile,2019,5
Ingeniería y Tecnología,Chile,2020,1
Ingeniería y Tecnología,Chile,2021,2
Ingeniería y Tecnología,Chile,2023,5
Ingeniería y Tecnología,China,2011,1
Ingeniería y Tecnología,China,2013,1
Ingeniería y Tecnología,China,2019,1
Ingeniería y Tecnología,China,2020,1
Ingeniería y Tecnología,China,2021,2
Ingeniería y Tecnología,China,2023,2
Ingeniería y Tecnología,Colombia,1968,1
Ingeniería y Tecnología,Colombia,1980,1
Ingeniería y Tecnología,Colombia,1983,1
Ingeniería y Tecnología,Colombia,1985,1
Ingeniería y Tecnología,Colombia,1986,3
Ingeniería y Tecnología,Colombia,1987,1
Ingeniería y Tecnología,Colombia,1988,6
Ingeniería y Tecnología,Colombia,1989,9
Ingeniería y Tecnología,Colombia,1990,10
Ingeniería y Tecnología,Colombia,1991,12
Ingeniería y Tecnología,Colombia,1992,8
Ingeniería y Tecnología,Colombia,1993,10
Ingeniería y Tecnología,Colombia,1994,11
Ingeniería y Tecnología,Colombia,1995,15
Ingeniería y Tecnología,Colombia,1996,18
Ingeniería y Tecnología,Colombia,1997,15
Ingeniería y Tecnología,Colombia,1998,20
Ingeniería y Tecnología,Colombia,1999,21
Ingeniería y Tecnología,Colombia,2000,13
Ingeniería y Tecnología,Colombia,2001,14
Ingeniería y Tecnología,Colombia,2002,17
Ingeniería y Tecnología,Colombia,2003,35
Ingeniería y Tecnología,Colombia,2004,27
Ingeniería y Tecnología,Colombia,2005,57
Ingeniería y Tecnología,Colombia,2006,88
Ingeniería y Tecnología,Colombia,2007,78
Ingeniería y Tecnología,Colombia,2008,81
Ingeniería y Tecnología,Colombia,2009,67
Ingeniería y Tecnología,Colombia,2010,96
Ingeniería y Tecnología,Colombia,2011,68
Ingeniería y Tecnología,Colombia,2012,85
Ingeniería y Tecnología,Colombia,2013,89
Ingeniería y Tecnología,Colombia,2014,129
Ingeniería y Tecnología,Colombia,2015,122
Ingeniería y Tecnología,Colombia,2016,125
Ingeniería y Tecnología,Colombia,2017,143
Ingeniería y Tecnología,Colombia,2018,145
Ingeniería y Tecnología,Colombia,2019,97
Ingeniería y Tecnología,Colombia,2020,152
Ingeniería y Tecnología,Colombia,2021,98
Ingeniería y Tecnología,Colombia,2022,107
Ingeniería y Tecnología,Colombia,2023,93
Ingeniería y Tecnología,Colombia,2024,43
Ingeniería y Tecnología,Colombia,2025,2
Ingeniería y Tecnología,Corea del sur,2016,1
Ingeniería y Tecnología,Corea del sur,2017,1
Ingeniería y Tecnología,Corea del sur,2019,1
Ingeniería y Tecnología,Corea del sur,2020,1
Ingeniería y Tecnología,Costa rica,1991,1
Ingeniería y Tecnología,Costa rica,2003,1
Ingeniería y Tecnología,Costa rica,2007,1
Ingeniería y Tecnología,Costa rica,2010,1
Ingeniería y Tecnología,Costa rica,2011,1
Ingeniería y Tecnología,Costa rica,2021,1
Ingeniería y Tecnología,Costa rica,2023,1
Ingeniería y Tecnología,Costa rica,2024,1
Ingeniería y Tecnología,Croacia,2011,2
Ingeniería y Tecnología,Croacia,2019,1
Ingeniería y Tecnología,Cuba,2004,1
Ingeniería y Tecnología,Cuba,2005,1
Ingeniería y Tecnología,Cuba,2008,1
Ingeniería y Tecnología,Cuba,2013,1
Ingeniería y Tecnología,Dinamarca,2017,1
Ingeniería y Tecnología,Dinamarca,2023,1
Ingeniería y Tecnología,Ecuador,2005,1
Ingeniería y Tecnología,Ecuador,2013,1
Ingeniería y Tecnología,Ecuador,2014,1
Ingeniería y Tecnología,Eslovaquia,2008,1
Ingeniería y Tecnología,Eslovaquia,2018,1
Ingeniería y Tecnología,España,1974,2
Ingeniería y Tecnología,España,1990,1
Ingeniería y Tecnología,España,1992,2
Ingeniería y Tecnología,España,1993,4
Ingeniería y Tecnología,España,1994,3
Ingeniería y Tecnología,España,1995,4
Ingeniería y Tecnología,España,1996,2
Ingeniería y Tecnología,España,1997,1
Ingeniería y Tecnología,España,1998,1
Ingeniería y Tecnología,España,1999,5
Ingeniería y Tecnología,España,2000,1
Ingeniería y Tecnología,España,2001,5
Ingeniería y Tecnología,España,2002,5
Ingeniería y Tecnología,España,2003,8
Ingeniería y Tecnología,España,2004,10
Ingeniería y Tecnología,España,2005,9
Ingeniería y Tecnología,España,2006,2
Ingeniería y Tecnología,España,2007,4
Ingeniería y Tecnología,España,2008,2
Ingeniería y Tecnología,España,2009,3
Ingeniería y Tecnología,España,2010,5
Ingeniería y Tecnología,España,2011,2
Ingeniería y Tecnología,España,2012,9
Ingeniería y Tecnología,España,2013,4
Ingeniería y Tecnología,España,2014,1
Ingeniería y Tecnología,España,2015,8
Ingeniería y Tecnología,España,2016,8
Ingeniería y Tecnología,España,2017,3
Ingeniería y Tecnología,España,2018,5
Ingeniería y Tecnología,España,2019,4
Ingeniería y Tecnología,España,2020,2
Ingeniería y Tecnología,España,2023,2
Ingeniería y Tecnología,España,2024,2
Ingeniería y Tecnología,Estados Unidos,2011,1
Ingeniería y Tecnología,Estados Unidos,2013,1
Ingeniería y Tecnología,Estados Unidos,2014,1
Ingeniería y Tecnología,Estados Unidos,2018,1
Ingeniería y Tecnología,Estados Unidos,2019,1
Ingeniería y Tecnología,Estados Unidos,2020,1
Ingeniería y Tecnología,Estados unidos,1975,1
Ingeniería y Tecnología,Estados unidos,1980,1
Ingeniería y Tecnología,Estados unidos,1982,1
Ingeniería y Tecnología,Estados unidos,1996,1
Ingeniería y Tecnología,Estados unidos,1997,1
Ingeniería y Tecnología,Estados unidos,1998,1
Ingeniería y Tecnología,Estados unidos,1999,3
Ingeniería y Tecnología,Estados unidos,2000,3
Ingeniería y Tecnología,Estados unidos,2001,2
Ingeniería y Tecnología,Estados unidos,2002,1
Ingeniería y Tecnología,Estados unidos,2004,4
Ingeniería y Tecnología,Estados unidos,2005,2
Ingeniería y Tecnología,Estados unidos,2007,3
Ingeniería y Tecnología,Estados unidos,2008,5
Ingeniería y Tecnología,Estados unidos,2009,2
Ingeniería y Tecnología,Estados unidos,2010,10
Ingeniería y Tecnología,Estados unidos,2011,5
Ingeniería y Tecnología,Estados unidos,2012,11
Ingeniería y Tecnología,Estados unidos,2013,15
Ingeniería y Tecnología,Estados unidos,2014,11
Ingeniería y Tecnología,Estados unidos,2015,7
Ingeniería y Tecnología,Estados unidos,2016,10
Ingeniería y Tecnología,Estados unidos,2017,10
Ingeniería y Tecnología,Estados unidos,2018,10
Ingeniería y Tecnología,Estados unidos,2019,12
Ingeniería y Tecnología,Estados unidos,2020,5
Ingeniería y Tecnología,Estados unidos,2021,5
Ingeniería y Tecnología,Estados unidos,2022,9
Ingeniería y Tecnología,Estados unidos,2023,10
Ingeniería y Tecnología,Estados unidos,2024,8
Ingeniería y Tecnología,Estonia,2023,1
Ingeniería y Tecnología,Francia,2003,1
Ingeniería y Tecnología,Francia,2004,3
Ingeniería y Tecnología,Francia,2005,4
Ingeniería y Tecnología,Francia,2006,2
Ingeniería y Tecnología,Francia,2008,1
Ingeniería y Tecnología,Francia,2011,1
Ingeniería y Tecnología,Francia,2014,1
Ingeniería y Tecnología,Francia,2016,2
Ingeniería y Tecnología,Francia,2017,1
Ingeniería y Tecnología,Francia,2018,2
Ingeniería y Tecnología,Francia,2019,1
Ingeniería y Tecnología,Grecia,2008,1
Ingeniería y Tecnología,Grecia,2015,1
Ingeniería y Tecnología,Grecia,2016,3
Ingeniería y Tecnología,Grecia,2017,1
Ingeniería y Tecnología,Grecia,2018,1
Ingeniería y Tecnología,Guatemala,2021,1
Ingeniería y Tecnología,Honduras,2015,1
Ingeniería y Tecnología,Hungría,2021,1
Ingeniería y Tecnología,Hungría,2023,1
Ingeniería y Tecnología,India,2012,1
Ingeniería y Tecnología,India,2013,1
Ingeniería y Tecnología,India,2015,1
Ingeniería y Tecnología,India,2016,4
Ingeniería y Tecnología,India,2017,1
Ingeniería y Tecnología,India,2018,12
Ingeniería y Tecnología,India,2019,3
Ingeniería y Tecnología,India,2020,14
Ingeniería y Tecnología,India,2021,8
Ingeniería y Tecnología,India,2022,1
Ingeniería y Tecnología,India,2024,1
Ingeniería y Tecnología,Indonesia,2019,1
Ingeniería y Tecnología,Indonesia,2023,1
Ingeniería y Tecnología,Irlanda,2011,2
Ingeniería y Tecnología,Irlanda,2020,1
Ingeniería y Tecnología,Irlanda,2021,1
Ingeniería y Tecnología,Irán,2021,1
Ingeniería y Tecnología,Irán,2022,1
Ingeniería y Tecnología,Italia,2011,1
Ingeniería y Tecnología,Italia,2013,2
Ingeniería y Tecnología,Italia,2014,2
Ingeniería y Tecnología,Italia,2018,4
Ingeniería y Tecnología,Jamaica,2019,1
Ingeniería y Tecnología,Japón,2018,1
Ingeniería y Tecnología,Lituania,2022,1
Ingeniería y Tecnología,Lituania,2023,1
Ingeniería y Tecnología,Malasia,2020,1
Ingeniería y Tecnología,México,1987,2
Ingeniería y Tecnología,México,2006,2
Ingeniería y Tecnología,México,2008,1
Ingeniería y Tecnología,México,2009,11
Ingeniería y Tecnología,México,2010,8
Ingeniería y Tecnología,México,2011,12
Ingeniería y Tecnología,México,2012,16
Ingeniería y Tecnología,México,2013,3
Ingeniería y Tecnología,México,2014,5
Ingeniería y Tecnología,México,2015,6
Ingeniería y Tecnología,México,2016,3
Ingeniería y Tecnología,México,2017,2
Ingeniería y Tecnología,México,2018,7
Ingeniería y Tecnología,México,2019,4
Ingeniería y Tecnología,México,2020,5
Ingeniería y Tecnología,México,2021,9
Ingeniería y Tecnología,México,2022,2
Ingeniería y Tecnología,México,2023,4
Ingeniería y Tecnología,México,2024,2
Ingeniería y Tecnología,Nicaragua,2021,1
Ingeniería y Tecnología,Nigeria,2011,1
Ingeniería y Tecnología,No aplica,1994,1
Ingeniería y Tecnología,No aplica,2002,3
Ingeniería y Tecnología,No aplica,2003,1
Ingeniería y Tecnología,No aplica,2004,1
Ingeniería y Tecnología,No aplica,2005,3
Ingeniería y Tecnología,No aplica,2006,1
Ingeniería y Tecnología,No aplica,2007,1
Ingeniería y Tecnología,No aplica,2008,1
Ingeniería y Tecnología,Pakistán,2020,1
Ingeniería y Tecnología,Pakistán,2021,2
Ingeniería y Tecnología,Pakistán,2022,1
Ingeniería y Tecnología,Pakistán,2023,1
Ingeniería y Tecnología,Panamá,2014,1
Ingeniería y Tecnología,Panamá,2022,1
Ingeniería y Tecnología,Paraguay,2022,1
Ingeniería y Tecnología,Países bajos,1999,1
Ingeniería y Tecnología,Países bajos,2000,2
Ingeniería y Tecnología,Países bajos,2002,2
Ingeniería y Tecnología,Países bajos,2007,2
Ingeniería y Tecnología,Países bajos,2008,2
Ingeniería y Tecnología,Países bajos,2009,2
Ingeniería y Tecnología,Países bajos,2010,4
Ingeniería y Tecnología,Países bajos,2011,1
Ingeniería y Tecnología,Países bajos,2012,9
Ingeniería y Tecnología,Países bajos,2013,5
Ingeniería y Tecnología,Países bajos,2014,6
Ingeniería y Tecnología,Países bajos,2015,9
Ingeniería y Tecnología,Países bajos,2016,14
Ingeniería y Tecnología,Países bajos,2017,6
Ingeniería y Tecnología,Países bajos,2018,3
Ingeniería y Tecnología,Países bajos,2019,5
Ingeniería y Tecnología,Países bajos,2020,9
Ingeniería y Tecnología,Países bajos,2021,8
Ingeniería y Tecnología,Países bajos,2022,3
Ingeniería y Tecnología,Países bajos,2023,7
Ingeniería y Tecnología,Países bajos,2024,7
Ingeniería y Tecnología,Países bajos,2025,1
Ingeniería y Tecnología,Perú,2007,1
Ingeniería y Tecnología,Perú,2008,1
Ingeniería y Tecnología,Perú,2018,1
Ingeniería y Tecnología,Perú,2019,2
Ingeniería y Tecnología,Perú,2020,1
Ingeniería y Tecnología,Perú,2021,1
Ingeniería y Tecnología,Polonia,2019,1
Ingeniería y Tecnología,Polonia,2022,1
Ingeniería y Tecnología,Polonia,2023,2
Ingeniería y Tecnología,Portugal,2009,1
Ingeniería y Tecnología,Portugal,2016,1
Ingeniería y Tecnología,Portugal,2019,2
Ingeniería y Tecnología,Portugal,2020,1
Ingeniería y Tecnología,Portugal,2024,2
Ingeniería y Tecnología,Reino unido,1999,1
